Kickoff Time,Name,Position,Position Index,Team,Was Home,Assists,Bonus,Bps,Clean Sheets,Creativity,Element,F1,Fixture,Goals Conceded,Goals Scored,GW,Ict Index,Influence,Minutes,Opponent Team,Own Goals,Penalties Missed,Penalties Saved,Red Cards,Round,Saves,Selected,Team A Score,Team H Score,Threat,Total Points,Transfers Balance,Transfers In,Transfers Out,Value,X P,Yellow Cards
1/12/2021 8:15:00 PM,Daniel James,MID,3,Man Utd,False,0,0,0,0,0,311,9932,379,0,0,18,0,0,0,4,0,0,0,0,18,0,19056,1,0,0,0,-206,695,901,62,2.5,0
1/12/2021 8:15:00 PM,Donny van de Beek,MID,3,Man Utd,False,0,0,0,0,0,495,10061,379,0,0,18,0,0,0,4,0,0,0,0,18,0,116663,1,0,0,0,-2569,953,3522,66,0.9,0
1/12/2021 8:15:00 PM,Mason Greenwood,MID,3,Man Utd,False,0,0,3,0,0.8,315,9982,379,0,0,18,0.1,0.2,10,4,0,0,0,0,18,0,158382,1,0,0,1,-5605,3582,9187,71,2.1,0
1/12/2021 8:15:00 PM,Scott McTominay,MID,3,Man Utd,False,0,0,4,0,0,309,10020,379,0,0,18,0.7,7.2,1,4,0,0,0,0,18,0,139567,1,0,0,1,31595,49986,18391,49,6.7,0
5/16/2021 6:00:00 PM,Oliver Burke,MID,3,Sheffield Utd,False,0,0,0,0,0,424,22779,351,0,0,36,0,0,0,7,0,0,0,0,36,0,177331,1,0,0,0,-1450,9640,11090,41,0,0
5/16/2021 6:00:00 PM,Frankie Maguire,MID,3,Sheffield Utd,False,0,0,0,0,0,670,22444,351,0,0,36,0,0,0,7,0,0,0,0,36,0,614,1,0,0,0,-143,71,214,44,-0.5,0
5/16/2021 6:00:00 PM,Zak Brunt,MID,3,Sheffield Utd,False,0,0,0,0,0,657,22497,351,0,0,36,0,0,0,7,0,0,0,0,36,0,342,1,0,0,0,-18,27,45,45,-0.5,0
5/16/2021 6:00:00 PM,Iliman Ndiaye,MID,3,Sheffield Utd,False,0,0,0,0,0,656,22621,351,0,0,36,0,0,0,7,0,0,0,0,36,0,221,1,0,0,0,-16,8,24,45,-0.5,0
5/16/2021 6:00:00 PM,John Lundstram,MID,3,Sheffield Utd,False,0,0,0,0,0,355,22687,351,0,0,36,0,0,0,7,0,0,0,0,36,0,107293,1,0,0,0,-265,96,361,48,-0.1,0
5/16/2021 6:00:00 PM,Sander Berge,MID,3,Sheffield Utd,False,0,0,0,0,0,360,22911,351,0,0,36,0,0,0,7,0,0,0,0,36,0,6634,1,0,0,0,-4,45,49,49,0,0
5/16/2021 6:00:00 PM,Luke Freeman,MID,3,Sheffield Utd,False,0,0,0,0,0,477,22926,351,0,0,36,0,0,0,7,0,0,0,0,36,0,330,1,0,0,0,0,0,0,50,0,0
9/26/2020 7:00:00 PM,Josh Sims,MID,3,Southampton,False,0,0,0,0,0,374,1256,20,0,0,3,0,0,0,4,0,0,0,0,3,0,13136,1,0,0,0,-501,1612,2113,45,0,0
9/26/2020 7:00:00 PM,William Smallbone,MID,3,Southampton,False,0,0,0,0,0,379,1505,20,0,0,3,0,0,0,4,0,0,0,0,3,0,39762,1,0,0,0,809,8507,7698,45,1,0
9/26/2020 7:00:00 PM,Sofiane Boufal,MID,3,Southampton,False,0,0,0,0,0,372,1462,20,0,0,3,0,0,0,4,0,0,0,0,3,0,3832,1,0,0,0,-823,193,1016,54,0,0
9/26/2020 7:00:00 PM,Nathan Redmond,MID,3,Southampton,False,0,0,0,0,0,365,1372,20,0,0,3,0,0,0,4,0,0,0,0,3,0,20292,1,0,0,0,-19857,9744,29601,64,0,0
9/26/2020 7:00:00 PM,Nathan Tella,MID,3,Southampton,False,0,0,4,0,0.3,524,1373,20,0,0,3,0.3,2.2,13,4,0,0,0,0,3,0,27648,1,0,0,1,7704,13058,5354,45,0.7,0
10/26/2020 8:00:00 PM,Oliver Skipp,MID,3,Spurs,False,0,0,0,0,0,404,3062,52,0,0,6,0,0,0,4,0,0,0,0,6,0,1985,1,0,0,0,-139,44,183,45,0,0
10/26/2020 8:00:00 PM,Gedson Carvalho Fernandes,MID,3,Spurs,False,0,0,0,0,0,401,2950,52,0,0,6,0,0,0,4,0,0,0,0,6,0,5724,1,0,0,0,-256,180,436,48,0.5,0
10/26/2020 8:00:00 PM,Harry Winks,MID,3,Spurs,False,0,0,0,0,0,397,2817,52,0,0,6,0,0,0,4,0,0,0,0,6,0,10343,1,0,0,0,-834,170,1004,54,1,0
10/26/2020 8:00:00 PM,Steven Bergwijn,MID,3,Spurs,False,0,0,0,0,0,400,2978,52,0,0,6,0,0,0,4,0,0,0,0,6,0,29511,1,0,0,0,-1878,850,2728,71,1.5,0
10/26/2020 8:00:00 PM,Bamidele Alli,MID,3,Spurs,False,0,0,0,0,0,394,3238,52,0,0,6,0,0,0,4,0,0,0,0,6,0,47658,1,0,0,0,-3542,1278,4820,75,0.7,0
10/26/2020 8:00:00 PM,Gareth Bale,MID,3,Spurs,False,0,0,0,0,0,543,2901,52,0,0,6,0,0,0,4,0,0,0,0,6,0,92798,1,0,0,0,23627,35366,11739,95,0.7,0
10/26/2020 8:00:00 PM,Lucas Rodrigues Moura da Silva,MID,3,Spurs,False,0,0,1,0,11.7,392,2951,52,0,0,6,1.7,1.4,56,4,0,0,0,0,6,0,121630,1,0,4,1,-16147,4169,20316,69,3.5,0
10/26/2020 8:00:00 PM,Giovani Lo Celso,MID,3,Spurs,False,0,0,4,0,11.8,403,3233,52,0,0,6,3.8,5.2,11,4,0,0,0,0,6,0,33449,1,0,21,1,-2144,250,2394,69,1.5,0
10/26/2020 8:00:00 PM,Erik Lamela,MID,3,Spurs,False,0,0,8,0,25.6,387,2947,52,0,0,6,6,13.6,33,4,0,0,0,0,6,0,12875,1,0,21,1,-2437,557,2994,59,1,0
3/4/2021 6:00:00 PM,Oliver Skipp,MID,3,Spurs,False,0,0,0,0,0,404,15990,321,0,0,26,0,0,0,8,0,0,0,0,26,0,1524,1,0,0,0,-18,0,18,44,0,0
3/4/2021 6:00:00 PM,Alfie Devine,MID,3,Spurs,False,0,0,0,0,0,650,15420,321,0,0,26,0,0,0,8,0,0,0,0,26,0,502,1,0,0,0,134,229,95,44,1,0
3/4/2021 6:00:00 PM,Gedson Carvalho Fernandes,MID,3,Spurs,False,0,0,0,0,0,401,15760,321,0,0,26,0,0,0,8,0,0,0,0,26,0,5103,1,0,0,0,-78,0,78,47,0,0
3/4/2021 6:00:00 PM,Harry Winks,MID,3,Spurs,False,0,0,0,0,0,397,15507,321,0,0,26,0,0,0,8,0,0,0,0,26,0,7798,1,0,0,0,-54,90,144,51,1,0
3/4/2021 6:00:00 PM,Giovani Lo Celso,MID,3,Spurs,False,0,0,0,0,0,403,16316,321,0,0,26,0,0,0,8,0,0,0,0,26,0,28950,1,0,0,0,-120,50,170,69,0,0
3/4/2021 6:00:00 PM,Steven Bergwijn,MID,3,Spurs,False,0,0,0,0,0,400,15815,321,0,0,26,0,0,0,8,0,0,0,0,26,0,30721,1,0,0,0,-343,732,1075,70,2,0
3/4/2021 6:00:00 PM,Lucas Rodrigues Moura da Silva,MID,3,Spurs,False,0,0,2,0,0.3,392,15762,321,0,0,26,0.3,0,23,8,0,0,0,0,26,0,91438,1,0,4,1,5929,7415,1486,66,9.4,0
3/4/2021 6:00:00 PM,Moussa Sissoko,MID,3,Spurs,False,0,0,4,0,0.6,385,15877,321,0,0,26,0.6,5.8,23,8,0,0,0,0,26,0,30934,1,0,0,1,-435,488,923,47,2.4,0
3/4/2021 6:00:00 PM,Erik Lamela,MID,3,Spurs,False,0,0,8,0,13.7,387,15755,321,0,0,26,2.6,8.2,15,8,0,0,0,0,26,0,9666,1,0,4,1,317,587,270,57,3,0
11/8/2020 12:00:00 PM,Oliver Skipp,MID,3,Spurs,False,0,0,0,0,0,404,4254,77,0,0,8,0,0,0,18,0,0,0,0,8,0,1867,1,0,0,0,-56,42,98,44,0,0
11/8/2020 12:00:00 PM,Gedson Carvalho Fernandes,MID,3,Spurs,False,0,0,0,0,0,401,4139,77,0,0,8,0,0,0,18,0,0,0,0,8,0,5567,1,0,0,0,-180,142,322,48,1,0
11/8/2020 12:00:00 PM,Harry Winks,MID,3,Spurs,False,0,0,0,0,0,397,4006,77,0,0,8,0,0,0,18,0,0,0,0,8,0,9190,1,0,0,0,-628,100,728,53,1.2,0
11/8/2020 12:00:00 PM,Erik Lamela,MID,3,Spurs,False,0,0,0,0,0,387,4136,77,0,0,8,0,0,0,18,0,0,0,0,8,0,11598,1,0,0,0,-1258,514,1772,58,0,0
11/8/2020 12:00:00 PM,Steven Bergwijn,MID,3,Spurs,False,0,0,0,0,0,400,4167,77,0,0,8,0,0,0,18,0,0,0,0,8,0,27447,1,0,0,0,-1404,419,1823,71,1.8,0
11/8/2020 12:00:00 PM,Bamidele Alli,MID,3,Spurs,False,0,0,0,0,0,394,4435,77,0,0,8,0,0,0,18,0,0,0,0,8,0,44249,1,0,0,0,-2144,555,2699,75,1,0
11/8/2020 12:00:00 PM,Giovani Lo Celso,MID,3,Spurs,False,0,0,3,0,1.9,403,4430,77,0,0,8,1.3,3.4,26,18,0,0,0,0,8,0,32522,1,0,8,1,-595,378,973,69,1.8,0
11/8/2020 12:00:00 PM,Lucas Rodrigues Moura da Silva,MID,3,Spurs,False,0,0,4,0,0.8,392,4140,77,0,0,8,0.6,5.4,12,18,0,0,0,0,8,0,106509,1,0,0,1,-9304,1870,11174,68,1.8,0
1/1/2021 5:30:00 PM,Mark Noble,MID,3,West Ham,False,0,0,0,0,0,427,9151,163,0,0,17,0,0,0,7,0,0,0,0,17,0,31483,1,0,0,0,-528,558,1086,46,0.5,0
1/1/2021 5:30:00 PM,Jack Wilshere,MID,3,West Ham,False,0,0,0,0,0,434,9471,163,0,0,17,0,0,0,7,0,0,0,0,17,0,3950,1,0,0,0,-25,17,42,49,0,0
1/1/2021 5:30:00 PM,Robert Snodgrass,MID,3,West Ham,False,0,0,0,0,0,428,9416,163,0,0,17,0,0,0,7,0,0,0,0,17,0,5485,1,0,0,0,-60,53,113,57,0.3,0
1/1/2021 5:30:00 PM,Felipe Anderson Pereira Gomes,MID,3,West Ham,False,0,0,0,0,0,440,9127,163,0,0,17,0,0,0,7,0,0,0,0,17,0,9519,1,0,0,0,-51,6,57,61,0,0
1/1/2021 5:30:00 PM,Manuel Lanzini,MID,3,West Ham,False,0,0,3,0,0.8,439,9271,163,0,0,17,0.4,0,17,7,0,0,0,0,17,0,7220,1,0,4,1,143,471,328,64,1.2,0
1/1/2021 5:30:00 PM,Andriy Yarmolenko,MID,3,West Ham,False,0,0,4,0,10.3,436,9533,163,0,0,17,1.3,2.2,17,7,0,0,0,0,17,0,5754,1,0,0,1,-24,118,142,55,0.8,0
11/22/2020 2:00:00 PM,Jack Wilshere,MID,3,West Ham,False,0,0,0,0,0,434,4828,86,0,0,9,0,0,0,15,0,0,0,0,9,0,4335,1,0,0,0,-264,12,276,49,0,0
11/22/2020 2:00:00 PM,Andriy Yarmolenko,MID,3,West Ham,False,0,0,0,0,0,436,4893,86,0,0,9,0,0,0,15,0,0,0,0,9,0,6250,1,0,0,0,-773,128,901,56,0.1,0
11/22/2020 2:00:00 PM,Robert Snodgrass,MID,3,West Ham,False,0,0,0,0,0,428,4766,86,0,0,9,0,0,0,15,0,0,0,0,9,0,5738,1,0,0,0,-207,111,318,57,0,0
11/22/2020 2:00:00 PM,Saïd Benrahma,MID,3,West Ham,False,0,0,0,0,0,587,4864,86,0,0,9,0,0,0,15,0,0,0,0,9,0,18461,1,0,0,0,3491,5789,2298,60,1.7,0
11/22/2020 2:00:00 PM,Felipe Anderson Pereira Gomes,MID,3,West Ham,False,0,0,0,0,0,440,4452,86,0,0,9,0,0,0,15,0,0,0,0,9,0,10353,1,0,0,0,-544,3,547,61,0,0
11/22/2020 2:00:00 PM,Mark Noble,MID,3,West Ham,False,0,0,2,0,0.3,427,4479,86,0,0,9,0,0,1,15,0,0,0,0,9,0,36540,1,0,0,1,-6842,118,6960,47,0.2,0
11/22/2020 2:00:00 PM,Manuel Lanzini,MID,3,West Ham,False,0,0,2,0,0.8,439,4610,86,0,0,9,0.4,1.2,14,15,0,0,0,0,9,0,7665,1,0,2,1,-405,752,1157,64,1,0
4/9/2021 7:00:00 PM,Bruno André Cavaco Jordao,MID,3,Wolves,False,0,0,0,0,0,475,19354,302,0,0,31,0,0,0,8,0,0,0,0,31,0,14263,1,0,0,0,-38,0,38,43,0,0
4/9/2021 7:00:00 PM,Meritan Shabani,MID,3,Wolves,False,0,0,0,0,0,553,19018,302,0,0,31,0,0,0,8,0,0,0,0,31,0,2389,1,0,0,0,-13,0,13,44,0,0
4/9/2021 7:00:00 PM,Luke Cundle,MID,3,Wolves,False,0,0,0,0,0,614,18768,302,0,0,31,0,0,0,8,0,0,0,0,31,0,1160,1,0,0,0,0,66,66,45,0,0
4/9/2021 7:00:00 PM,Owen Otasowie,MID,3,Wolves,False,0,0,0,0,0,581,19226,302,0,0,31,0,0,0,8,0,0,0,0,31,0,1613,1,0,0,0,-1,27,28,45,0,0
4/9/2021 7:00:00 PM,Taylor Perry,MID,3,Wolves,False,0,0,0,0,0,611,19277,302,0,0,31,0,0,0,8,0,0,0,0,31,0,873,1,0,0,0,3,61,58,45,0,0
4/9/2021 7:00:00 PM,Theo Corbeanu,MID,3,Wolves,False,0,0,0,0,0,610,19418,302,0,0,31,0,0,0,8,0,0,0,0,31,0,439,1,0,0,0,-1,21,22,45,0,0
4/9/2021 7:00:00 PM,Vitor Ferreira,MID,3,Wolves,False,0,0,0,0,0,515,18851,302,0,0,31,0,0,0,8,0,0,0,0,31,0,2372,1,0,0,0,2,32,30,47,0.3,0
4/9/2021 7:00:00 PM,Morgan Gibbs-White,MID,3,Wolves,False,0,0,3,0,0.8,473,19275,302,0,0,31,0.3,0.2,16,8,0,0,0,0,31,0,724,1,0,2,1,18,30,12,49,0.7,0
4/9/2021 7:00:00 PM,Pedro Lomba Neto,MID,3,Wolves,False,0,0,4,0,0.6,474,19066,302,0,0,31,0.1,0.2,31,8,0,0,0,0,31,0,718780,1,0,0,1,148447,181506,33059,57,2.7,0
4/9/2021 7:00:00 PM,João Filipe Iria Santos Moutinho,MID,3,Wolves,False,0,0,14,0,28.7,454,19009,302,0,0,31,6.7,21.2,58,8,0,0,0,0,31,0,68023,1,0,17,1,-1146,38,1184,52,0.8,0
10/19/2020 7:00:00 PM,Bruno André Cavaco Jordao,MID,3,Wolves,False,0,0,0,0,0,475,2162,42,0,0,5,0,0,0,10,0,0,0,0,5,0,23919,1,0,0,0,-2657,1511,4168,44,0,0
10/19/2020 7:00:00 PM,Meritan Shabani,MID,3,Wolves,False,0,0,0,0,0,553,2482,42,0,0,5,0,0,0,10,0,0,0,0,5,0,2163,1,0,0,0,249,644,395,45,0.5,0
10/19/2020 7:00:00 PM,Owen Otasowie,MID,3,Wolves,False,0,0,0,0,0,581,2529,42,0,0,5,0,0,0,10,0,0,0,0,5,0,0,1,0,0,0,0,0,0,45,1.6,0
10/19/2020 7:00:00 PM,Vitor Ferreira,MID,3,Wolves,False,0,0,0,0,0,515,2639,42,0,0,5,0,0,0,10,0,0,0,0,5,0,2510,1,0,0,0,-314,106,420,49,0.7,0
10/19/2020 7:00:00 PM,Morgan Gibbs-White,MID,3,Wolves,False,0,0,0,0,0,473,2495,42,0,0,5,0,0,0,10,0,0,0,0,5,0,439,1,0,0,0,-26,37,63,50,0,0
10/19/2020 7:00:00 PM,Rúben Diogo da Silva Neves,MID,3,Wolves,False,0,0,4,0,0,466,2579,42,0,0,5,3.1,4.6,8,10,0,0,0,0,5,0,131894,1,0,26,1,-15641,3537,19178,54,2.3,0
10/19/2020 7:00:00 PM,Adama Traoré,MID,3,Wolves,False,0,0,5,0,10.3,465,2088,42,0,0,5,1.4,3.4,25,10,0,0,0,0,5,0,842684,1,0,0,1,-190973,22727,213700,64,2,0
3/6/2021 12:30:00 PM,Mohamed Naser El Sayed Elneny,MID,3,Arsenal,False,0,0,0,0,0,526,16760,261,0,0,27,0,0,0,4,0,0,0,0,27,0,84602,1,1,0,0,2826,6052,3226,42,1.7,0
3/6/2021 12:30:00 PM,Emile Smith Rowe,MID,3,Arsenal,False,0,0,0,0,0,23,16488,261,0,0,27,0,0,0,4,0,0,0,0,27,0,169763,1,1,0,0,-11259,7312,18571,43,1.7,0
3/6/2021 12:30:00 PM,Matteo Guendouzi,MID,3,Arsenal,False,0,0,0,0,0,25,16592,261,0,0,27,0,0,0,4,0,0,0,0,27,0,4583,1,1,0,0,-12,0,12,47,0,0
3/6/2021 12:30:00 PM,Lucas Torreira,MID,3,Arsenal,False,0,0,0,0,0,19,16895,261,0,0,27,0,0,0,4,0,0,0,0,27,0,6363,1,1,0,0,-24,0,24,47,0,0
3/6/2021 12:30:00 PM,Gabriel Teodoro Martinelli Silva,MID,3,Arsenal,False,0,0,0,0,0,26,16962,261,0,0,27,0,0,0,4,0,0,0,0,27,0,8292,1,1,0,0,-390,160,550,49,0.5,0
3/6/2021 12:30:00 PM,Reiss Nelson,MID,3,Arsenal,False,0,0,0,0,0,21,17099,261,0,0,27,0,0,0,4,0,0,0,0,27,0,3459,1,1,0,0,-10,38,48,51,0.5,0
3/6/2021 12:30:00 PM,Mesut Özil,MID,3,Arsenal,False,0,0,0,0,0,1,16392,261,0,0,27,0,0,0,4,0,0,0,0,27,0,41826,1,1,0,0,-91,0,91,67,0,0
3/6/2021 12:30:00 PM,Nicolas Pépé,MID,3,Arsenal,False,0,0,-6,0,2.5,18,16878,261,0,0,27,3.8,3.2,21,4,0,0,0,0,27,0,95594,1,1,32,1,35534,38639,3105,76,4.3,0
3/6/2021 12:30:00 PM,Daniel Ceballos Fernández,MID,3,Arsenal,False,0,0,1,0,1,501,17012,261,0,0,27,0.4,0,10,4,0,0,0,0,27,0,53978,1,1,4,1,-276,229,505,47,2.3,0
12/28/2020 5:30:00 PM,Henri Lansbury,MID,3,Aston Villa,False,0,0,0,0,0,30,8836,151,0,0,16,0,0,0,5,0,0,0,0,16,0,8751,1,1,0,0,-52,144,196,43,0,0
12/28/2020 5:30:00 PM,Marvelous Nakamba,MID,3,Aston Villa,False,0,0,0,0,0,44,8953,151,0,0,16,0,0,0,5,0,0,0,0,16,0,61355,1,1,0,0,1383,5693,4310,43,0.3,0
12/28/2020 5:30:00 PM,Mahmoud Ahmed Ibrahim Hassan,MID,3,Aston Villa,False,0,0,0,0,0,40,8837,151,0,0,16,0,0,0,5,0,0,0,0,16,0,40950,1,1,0,0,-2003,32,2035,52,0,0
12/28/2020 5:30:00 PM,Conor Hourihane,MID,3,Aston Villa,False,0,0,0,0,0,33,9095,151,0,0,16,0,0,0,5,0,0,0,0,16,0,9518,1,1,0,0,-224,54,278,59,-0.5,0
12/28/2020 5:30:00 PM,José Ignacio Peleteiro Romallo,MID,3,Aston Villa,False,0,0,0,0,0,34,8715,151,0,0,16,0,0,0,5,0,0,0,0,16,0,3387,1,1,0,0,-10,3,13,59,0,0
12/28/2020 5:30:00 PM,Ross Barkley,MID,3,Aston Villa,False,0,0,0,0,0,106,8823,151,0,0,16,0,0,0,5,0,0,0,0,16,0,74346,1,1,0,0,-6685,56,6741,59,0,0
12/28/2020 5:30:00 PM,Jacob Ramsey,MID,3,Aston Villa,False,0,0,2,0,0,554,8746,151,0,0,16,1.7,0,8,5,0,0,0,0,16,0,6995,1,1,19,1,-61,323,384,45,0.5,0
3/12/2021 8:00:00 PM,Henri Lansbury,MID,3,Aston Villa,False,0,0,0,0,0,30,17253,276,0,0,28,0,0,0,14,0,0,0,0,28,0,6925,1,1,0,0,-40,0,40,43,0,0
3/12/2021 8:00:00 PM,Marvelous Nakamba,MID,3,Aston Villa,False,0,0,0,0,0,44,17719,276,0,0,28,0,0,0,14,0,0,0,0,28,0,36848,1,1,0,0,-453,506,959,43,1,0
3/12/2021 8:00:00 PM,Jaden Philogene-Bidace,MID,3,Aston Villa,False,0,0,0,0,0,683,17758,276,0,0,28,0,0,0,14,0,0,0,0,28,0,34,1,1,0,0,18,21,3,45,0,0
3/12/2021 8:00:00 PM,Carney Chukwuemeka,MID,3,Aston Villa,False,0,0,0,0,0,672,17769,276,0,0,28,0,0,0,14,0,0,0,0,28,0,113,1,1,0,0,1,22,21,45,0,0
3/12/2021 8:00:00 PM,Kaine Hayden,MID,3,Aston Villa,False,0,0,0,0,0,671,17780,276,0,0,28,0,0,0,14,0,0,0,0,28,0,136,1,1,0,0,17,51,34,45,0,0
3/12/2021 8:00:00 PM,Conor Hourihane,MID,3,Aston Villa,False,0,0,0,0,0,33,17310,276,0,0,28,0,0,0,14,0,0,0,0,28,0,7537,1,1,0,0,-54,0,54,59,0,0
3/12/2021 8:00:00 PM,José Ignacio Peleteiro Romallo,MID,3,Aston Villa,False,0,0,0,0,0,34,17398,276,0,0,28,0,0,0,14,0,0,0,0,28,0,3213,1,1,0,0,-10,0,10,59,0,0
3/12/2021 8:00:00 PM,Jack Grealish,MID,3,Aston Villa,False,0,0,0,0,0,37,17141,276,0,0,28,0,0,0,14,0,0,0,0,28,0,1502134,1,1,0,0,-211153,5807,216960,75,0,0
3/12/2021 8:00:00 PM,Bertrand Traoré,MID,3,Aston Villa,False,0,0,3,0,0.8,540,17603,276,0,0,28,0.7,0.2,20,14,0,0,0,0,28,0,114715,1,1,6,1,6818,21194,14376,59,3.4,0
3/12/2021 8:00:00 PM,Jacob Ramsey,MID,3,Aston Villa,False,0,0,4,0,26.7,554,17550,276,0,0,28,4.3,12.6,58,14,0,0,0,0,28,0,7748,1,1,4,1,133,441,308,45,1.6,0
2/6/2021 3:00:00 PM,Steven Alzate,MID,3,Brighton,False,0,0,0,0,0,79,13131,220,0,0,23,0,0,0,4,0,0,0,0,23,0,49594,1,1,0,0,-785,1996,2781,43,2.3,0
2/6/2021 3:00:00 PM,Jayson Molumby,MID,3,Brighton,False,0,0,0,0,0,550,13221,220,0,0,23,0,0,0,4,0,0,0,0,23,0,957,1,1,0,0,-41,0,41,45,0,0
2/6/2021 3:00:00 PM,Max Sanders,MID,3,Brighton,False,0,0,0,0,0,632,13248,220,0,0,23,0,0,0,4,0,0,0,0,23,0,75,1,1,0,0,-34,0,34,45,0,0
2/6/2021 3:00:00 PM,Teddy Jenks,MID,3,Brighton,False,0,0,0,0,0,631,13037,220,0,0,23,0,0,0,4,0,0,0,0,23,0,121,1,1,0,0,3,13,10,45,0.5,0
2/6/2021 3:00:00 PM,Jensen Weir,MID,3,Brighton,False,0,0,0,0,0,633,13283,220,0,0,23,0,0,0,4,0,0,0,0,23,0,174,1,1,0,0,-8,27,35,45,0.5,0
2/6/2021 3:00:00 PM,Reda Khadra,MID,3,Brighton,False,0,0,0,0,0,630,13269,220,0,0,23,0,0,0,4,0,0,0,0,23,0,152,1,1,0,0,2,37,35,45,0.7,0
2/6/2021 3:00:00 PM,Davy Pröpper,MID,3,Brighton,False,0,0,0,0,0,59,13215,220,0,0,23,0,0,0,4,0,0,0,0,23,0,2548,1,1,0,0,-39,29,68,48,1.2,0
2/6/2021 3:00:00 PM,Solomon March,MID,3,Brighton,False,0,0,0,0,0,65,13115,220,0,0,23,0,0,0,4,0,0,0,0,23,0,61504,1,1,0,0,-15709,791,16500,50,0,0
2/6/2021 3:00:00 PM,Aaron Mooy,MID,3,Brighton,False,0,0,0,0,0,60,13463,220,0,0,23,0,0,0,4,0,0,0,0,23,0,843,1,1,0,0,-1,0,1,50,0,0
2/6/2021 3:00:00 PM,Jakub Moder,MID,3,Brighton,False,0,0,0,0,0,628,13039,220,0,0,23,0,0,0,4,0,0,0,0,23,0,435,1,1,0,0,2,51,49,50,0.5,0
2/6/2021 3:00:00 PM,Moisés Caicedo,MID,3,Brighton,False,0,0,0,0,0,664,13076,220,0,0,23,0,0,0,4,0,0,0,0,23,0,55,1,1,0,0,46,51,5,50,2.2,0
2/6/2021 3:00:00 PM,Percy Tau,MID,3,Brighton,False,0,0,0,0,0,627,13255,220,0,0,23,0,0,0,4,0,0,0,0,23,0,2097,1,1,0,0,-385,67,452,52,1,0
2/6/2021 3:00:00 PM,Alireza Jahanbakhsh,MID,3,Brighton,False,0,0,0,0,0,71,13520,220,0,0,23,0,0,0,4,0,0,0,0,23,0,2554,1,1,0,0,-117,32,149,54,0,0
2/6/2021 3:00:00 PM,José Izquierdo,MID,3,Brighton,False,0,0,0,0,0,72,13527,220,0,0,23,0,0,0,4,0,0,0,0,23,0,297,1,1,0,0,-9,24,33,55,0.5,0
2/6/2021 3:00:00 PM,Leandro Trossard,MID,3,Brighton,False,0,0,1,0,0.8,69,13338,220,0,0,23,0.3,0.2,28,4,0,0,0,0,23,0,57691,1,1,2,1,8437,10383,1946,57,4.7,0
2/6/2021 3:00:00 PM,Adam Lallana,MID,3,Brighton,False,0,0,3,0,1.5,54,13154,220,0,0,23,0.5,1.6,15,4,0,0,0,0,23,0,21528,1,1,2,1,58,253,195,62,1,0
10/18/2020 1:00:00 PM,Jayson Molumby,MID,3,Brighton,False,0,0,0,0,0,550,2346,40,0,0,5,0,0,0,6,0,0,0,0,5,0,763,1,1,0,0,145,301,156,45,0,0
10/18/2020 1:00:00 PM,Steven Alzate,MID,3,Brighton,False,0,0,0,0,0,79,2606,40,0,0,5,0,0,0,6,0,0,0,0,5,0,86018,1,1,0,0,-9491,6402,15893,45,1.5,0
10/18/2020 1:00:00 PM,Davy Pröpper,MID,3,Brighton,False,0,0,0,0,0,59,2218,40,0,0,5,0,0,0,6,0,0,0,0,5,0,3201,1,1,0,0,-750,25,775,49,0,0
10/18/2020 1:00:00 PM,Aaron Mooy,MID,3,Brighton,False,0,0,0,0,0,60,2083,40,0,0,5,0,0,0,6,0,0,0,0,5,0,1059,1,1,0,0,-66,62,128,50,0,0
10/18/2020 1:00:00 PM,Alireza Jahanbakhsh,MID,3,Brighton,False,0,0,0,0,0,71,2108,40,0,0,5,0,0,0,6,0,0,0,0,5,0,3195,1,1,0,0,-774,52,826,54,0.2,0
10/18/2020 1:00:00 PM,José Izquierdo,MID,3,Brighton,False,0,0,0,0,0,72,2388,40,0,0,5,0,0,0,6,0,0,0,0,5,0,177,1,1,0,0,14,50,36,55,0,0
10/18/2020 1:00:00 PM,Pascal Groß,MID,3,Brighton,False,0,0,4,0,14.7,57,2533,40,0,0,5,1.8,3,8,6,0,0,0,0,5,0,7081,1,1,0,1,-962,183,1145,58,0.8,0
2/20/2021 12:30:00 PM,Billy Gilmour,MID,3,Chelsea,False,0,0,0,0,0,124,15012,246,0,0,25,0,0,0,16,0,0,0,0,25,0,7821,1,1,0,0,-143,151,294,44,0.5,0
2/20/2021 12:30:00 PM,Faustino Anjorin,MID,3,Chelsea,False,0,0,0,0,0,605,14568,246,0,0,25,0,0,0,16,0,0,0,0,25,0,439,1,1,0,0,-6,40,46,45,0.5,0
2/20/2021 12:30:00 PM,Christian Pulisic,MID,3,Chelsea,False,0,0,0,0,0,119,15025,246,0,0,25,0,0,0,16,0,0,0,0,25,0,142250,1,1,0,0,-8847,980,9827,82,0.3,0
2/20/2021 12:30:00 PM,Kai Havertz,MID,3,Chelsea,False,0,0,0,0,0,500,15128,246,0,0,25,0,0,0,16,0,0,0,0,25,0,195340,1,1,0,0,-3043,370,3413,82,0.7,0
2/20/2021 12:30:00 PM,Jorge Luiz Frello Filho,MID,3,Chelsea,False,0,0,2,0,0.3,105,14771,246,0,0,25,0,0,14,16,0,0,0,0,25,0,344193,1,1,0,1,9885,25767,15882,47,6.1,0
2/20/2021 12:30:00 PM,Hakim Ziyech,MID,3,Chelsea,False,0,0,3,0,11.3,114,15201,246,0,0,25,1.4,2.2,14,16,0,0,0,0,25,0,161654,1,1,0,1,-9292,959,10251,79,0.7,0
