Kickoff Time,Name,Position,Position Index,Team,Was Home,Assists,Bonus,Bps,Clean Sheets,Creativity,Element,F1,Fixture,Goals Conceded,Goals Scored,GW,Ict Index,Influence,Minutes,Opponent Team,Own Goals,Penalties Missed,Penalties Saved,Red Cards,Round,Saves,Selected,Team A Score,Team H Score,Threat,Total Points,Transfers Balance,Transfers In,Transfers Out,Value,X P,Yellow Cards
9/14/2020 7:15:00 PM,Aaron Connolly,FWD,4,Brighton,True,0,0,-3,0,0.3,78,1,7,2,0,1,3.4,1.2,45,5,0,0,0,0,1,0,32205,3,1,32,1,0,0,0,55,0.5,0
9/12/2020 7:00:00 PM,Aaron Cresswell,DEF,2,West Ham,True,0,0,11,0,11.2,435,2,6,2,0,1,2.2,10.4,90,14,0,0,0,0,1,0,70232,2,0,0,1,0,0,0,50,2.1,0
9/14/2020 7:15:00 PM,Aaron Mooy,MID,3,Brighton,True,0,0,0,0,0,60,3,7,0,0,1,0,0,0,5,0,0,0,0,1,0,2010,3,1,0,0,0,0,0,50,0,0
9/14/2020 5:00:00 PM,Aaron Ramsdale,GK,1,Sheffield Utd,True,0,0,12,0,0,483,4,8,2,0,1,1.8,18.2,90,20,0,0,0,0,1,2,462939,2,0,0,1,0,0,0,50,2.5,0
9/13/2020 3:30:00 PM,Abdoulaye Doucouré,MID,3,Everton,False,0,0,20,1,44.6,512,5,4,0,0,1,6.9,20.4,90,17,0,0,0,0,1,0,143040,1,0,4,3,0,0,0,55,1.3,0
9/12/2020 11:30:00 AM,Aboubakar Kamara,MID,3,Fulham,True,0,0,-2,0,1.8,190,6,2,3,0,1,0.2,0,62,1,0,0,0,0,1,0,6711,3,0,5,2,0,0,0,50,0.4,0
9/14/2020 5:00:00 PM,Adama Traoré,MID,3,Wolves,False,0,0,6,1,1.8,465,7,8,0,0,1,3.2,12.8,90,15,0,0,0,0,1,0,1189095,2,0,17,3,0,0,0,65,2.2,0
9/12/2020 4:30:00 PM,Adam Forshaw,MID,3,Leeds,False,0,0,0,0,0,199,8,3,0,0,1,0,0,0,11,0,0,0,0,1,0,2009,3,4,0,0,0,0,0,50,0,0
9/14/2020 7:15:00 PM,Adam Lallana,MID,3,Brighton,True,0,0,6,0,27.2,54,9,7,1,0,1,3.6,6.8,44,5,0,0,0,0,1,0,78657,3,1,2,1,0,0,0,65,1.2,0
9/14/2020 7:15:00 PM,Adam Webster,DEF,2,Brighton,True,0,0,14,0,11.8,66,10,7,3,0,1,2.8,14.8,90,5,0,0,0,0,1,0,187445,3,1,1,1,0,0,0,45,0.6,0
9/13/2020 1:00:00 PM,Adrien Silva,MID,3,Leicester,False,0,0,0,0,0,220,11,5,0,0,1,0,0,0,18,0,0,0,0,1,0,39204,3,0,0,0,0,0,0,45,2,0
9/12/2020 4:30:00 PM,Adrián San Miguel del Castillo,GK,1,Liverpool,True,0,0,0,0,0,245,12,3,0,0,1,0,0,0,10,0,0,0,0,1,0,18419,3,4,0,0,0,0,0,45,3.3,0
9/13/2020 1:00:00 PM,Ahmed El-Sayed Hegazy,DEF,2,West Brom,True,0,0,0,0,0,414,13,5,0,0,1,0,0,0,9,0,0,0,0,1,0,74895,3,0,0,0,0,0,0,45,0.6,0
9/12/2020 11:30:00 AM,Ainsley Maitland-Niles,DEF,2,Arsenal,False,0,0,21,1,2.8,15,14,2,0,0,1,1.7,10.2,90,8,0,0,0,0,1,0,112927,3,0,4,6,0,0,0,50,3.1,0
9/12/2020 7:00:00 PM,Albian Ajeti,FWD,4,West Ham,True,0,0,0,0,0,447,15,6,0,0,1,0,0,0,14,0,0,0,0,1,0,409,2,0,0,0,0,0,0,55,0,0
9/12/2020 11:30:00 AM,Aleksandar Mitrovic,FWD,4,Fulham,True,0,0,3,0,0.3,184,16,2,0,0,1,1,3,27,1,0,0,0,0,1,0,1435176,3,0,7,1,0,0,0,60,0.8,0
9/12/2020 11:30:00 AM,Alexandre Lacazette,FWD,4,Arsenal,False,0,1,29,1,12.7,6,17,2,0,1,1,9.9,38.6,86,8,0,0,0,0,1,0,196064,3,0,48,7,0,0,0,85,4,0
9/14/2020 7:15:00 PM,Alexis Mac Allister,MID,3,Brighton,True,0,0,0,0,0,80,18,7,0,0,1,0,0,0,5,0,0,0,0,1,0,3939,3,1,0,0,0,0,0,55,0.8,0
9/13/2020 3:30:00 PM,Alex Iwobi,MID,3,Everton,False,0,0,0,0,0,159,19,4,0,0,1,0,0,0,17,0,0,0,0,1,0,10789,1,0,0,0,0,0,0,60,1.6,0
9/12/2020 2:00:00 PM,Alex McCarthy,GK,1,Southampton,False,0,0,17,0,0,363,20,1,1,0,1,2.3,22.6,90,6,0,0,0,0,1,2,1400435,0,1,0,2,0,0,0,45,1.8,0
9/12/2020 4:30:00 PM,Alex Oxlade-Chamberlain,MID,3,Liverpool,True,0,0,0,0,0,248,21,3,0,0,1,0,0,0,10,0,0,0,0,1,0,3207,3,4,0,0,0,0,0,65,1.9,0
9/12/2020 11:30:00 AM,Alfie Mawson,DEF,2,Fulham,True,0,0,0,0,0,185,22,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1789,3,0,0,0,0,0,0,45,0,0
9/14/2020 7:15:00 PM,Alireza Jahanbakhsh,MID,3,Brighton,True,0,0,3,0,0.7,71,23,7,0,0,1,0.5,4.4,11,5,0,0,0,0,1,0,3104,3,1,0,1,0,0,0,55,0.8,0
9/12/2020 4:30:00 PM,Alisson Ramses Becker,GK,1,Liverpool,True,0,0,9,0,0,252,24,3,3,0,1,0.4,3.8,90,10,0,0,0,0,1,0,721549,3,4,0,1,0,0,0,60,5.5,0
9/13/2020 3:30:00 PM,Allan Marques Loureiro,MID,3,Everton,False,0,0,16,1,3.4,502,25,4,0,0,1,2.1,18,90,17,0,0,0,0,1,0,75335,1,0,0,3,0,0,0,55,1.3,0
9/12/2020 7:00:00 PM,Allan Saint-Maximin,MID,3,Newcastle,False,0,0,7,1,2.8,338,26,6,0,0,1,1.2,3.8,74,19,0,0,0,0,1,0,1361562,2,0,5,3,0,0,0,55,1.8,0
9/12/2020 11:30:00 AM,Alphonse Areola,GK,1,Fulham,True,0,0,0,0,0,516,27,2,0,0,1,0,0,0,1,0,0,0,0,1,0,71203,3,0,0,0,0,0,0,45,0.8,0
9/14/2020 7:15:00 PM,Andreas Christensen,DEF,2,Chelsea,False,0,0,14,0,0.7,116,28,7,1,0,1,2.1,17.8,90,3,0,0,0,0,1,0,17362,3,1,2,2,0,0,0,50,3.1,0
9/12/2020 4:30:00 PM,Andrew Robertson,DEF,2,Liverpool,True,1,0,20,0,19.6,255,29,3,3,0,1,4.7,23.4,90,10,0,0,0,0,1,0,766431,3,4,4,4,0,0,0,70,5.1,0
9/12/2020 7:00:00 PM,Andriy Yarmolenko,MID,3,West Ham,True,0,0,-1,0,1.6,436,30,6,1,0,1,3,2.8,23,14,0,0,0,0,1,0,14140,2,0,26,0,0,0,0,60,2.1,1
9/12/2020 2:00:00 PM,Andros Townsend,MID,3,Crystal Palace,True,1,2,26,1,33.7,137,31,1,0,0,1,6.4,28.4,90,16,0,0,0,0,1,0,16534,0,1,2,8,0,0,0,60,2.1,0
9/13/2020 3:30:00 PM,André Filipe Tavares Gomes,MID,3,Everton,False,0,0,11,1,3.3,158,32,4,0,0,1,2.7,3.8,67,17,0,0,0,0,1,0,21001,1,0,20,3,0,0,0,55,1.3,0
9/12/2020 11:30:00 AM,André-Frank Zambo Anguissa,MID,3,Fulham,True,0,0,4,0,11.8,191,33,2,0,0,1,2.6,14.4,27,1,0,0,0,0,1,0,50068,3,0,0,1,0,0,0,45,0,0
9/12/2020 7:00:00 PM,Andy Carroll,FWD,4,Newcastle,False,0,0,3,1,14,320,34,6,0,0,1,6.9,7,87,19,0,0,0,0,1,0,21822,2,0,48,2,0,0,0,55,1.5,0
9/12/2020 7:00:00 PM,Angelo Ogbonna,DEF,2,West Ham,True,0,0,14,0,1.1,432,35,6,2,0,1,3.7,30,90,14,0,0,0,0,1,0,25125,2,0,6,1,0,0,0,50,2.1,0
9/12/2020 2:00:00 PM,Angus Gunn,GK,1,Southampton,False,0,0,0,0,0,371,36,1,0,0,1,0,0,0,6,0,0,0,0,1,0,19987,0,1,0,0,0,0,0,45,1.8,0
9/13/2020 3:30:00 PM,Anthony Gordon,MID,3,Everton,False,0,0,0,0,0,168,37,4,0,0,1,0,0,0,17,0,0,0,0,1,0,49378,1,0,0,0,0,0,0,45,0.5,0
9/12/2020 11:30:00 AM,Anthony Knockaert,MID,3,Fulham,True,0,0,0,0,0,177,38,2,0,0,1,0,0,0,1,0,0,0,0,1,0,12640,3,0,0,0,0,0,0,55,0.8,0
9/12/2020 11:30:00 AM,Antonee Robinson,DEF,2,Fulham,True,0,0,0,0,0,484,39,2,0,0,1,0,0,0,1,0,0,0,0,1,0,7957,3,0,0,0,0,0,0,45,0.6,0
9/14/2020 7:15:00 PM,Antonio Rüdiger,DEF,2,Chelsea,False,0,0,0,0,0,109,40,7,0,0,1,0,0,0,3,0,0,0,0,1,0,133067,3,1,0,0,0,0,0,50,3.1,0
9/12/2020 7:00:00 PM,Arthur Masuaku,DEF,2,West Ham,True,0,0,0,0,0,442,41,6,0,0,1,0,0,0,14,0,0,0,0,1,0,15272,2,0,0,0,0,0,0,45,1.6,0
9/13/2020 1:00:00 PM,Ayoze Pérez,MID,3,Leicester,False,0,0,5,1,2.5,229,42,5,0,0,1,2.7,0,66,18,0,0,0,0,1,0,215629,3,0,24,3,0,0,0,65,3.2,0
9/13/2020 3:30:00 PM,Bamidele Alli,MID,3,Spurs,True,0,0,3,0,11.9,394,43,4,0,0,1,4.1,8.4,45,7,0,0,0,0,1,0,237638,1,0,21,1,0,0,0,80,3.2,0
9/12/2020 4:30:00 PM,Barry Douglas,DEF,2,Leeds,False,0,0,0,0,0,196,44,3,0,0,1,0,0,0,11,0,0,0,0,1,0,920095,3,4,0,0,0,0,0,40,-0.5,0
9/14/2020 7:15:00 PM,Benjamin Chilwell,DEF,2,Chelsea,False,0,0,0,0,0,232,45,7,0,0,1,0,0,0,3,0,0,0,0,1,0,72270,3,1,0,0,0,0,0,55,0,0
9/13/2020 3:30:00 PM,Ben Davies,DEF,2,Spurs,True,0,0,15,0,35.5,395,46,4,1,0,1,9.2,20.2,90,7,0,0,0,0,1,0,155868,1,0,36,2,0,0,0,50,2.6,0
9/12/2020 7:00:00 PM,Ben Johnson,DEF,2,West Ham,True,0,0,0,0,0,452,47,6,0,0,1,0,0,0,14,0,0,0,0,1,0,161367,2,0,0,0,0,0,0,40,1,0
9/14/2020 5:00:00 PM,Ben Osborn,MID,3,Sheffield Utd,True,0,0,0,0,0,356,48,8,0,0,1,0,0,0,20,0,0,0,0,1,0,2316,2,0,0,0,0,0,0,50,1.4,0
9/14/2020 7:15:00 PM,Ben White,DEF,2,Brighton,True,0,0,16,0,0.8,74,49,7,3,0,1,1.5,14.2,78,5,0,0,0,0,1,0,103827,3,1,0,1,0,0,0,45,0.6,0
9/14/2020 7:15:00 PM,Bernardo Fernandes da Silva Junior,DEF,2,Brighton,True,0,0,0,0,0,75,50,7,0,0,1,0,0,0,5,0,0,0,0,1,0,824870,3,1,0,0,0,0,0,40,0,0
9/13/2020 3:30:00 PM,Bernard Anício Caldeira Duarte,MID,3,Everton,False,0,0,0,0,0,154,51,4,0,0,1,0,0,0,17,0,0,0,0,1,0,10689,1,0,0,0,0,0,0,60,1.6,0
9/12/2020 11:30:00 AM,Bernd Leno,GK,1,Arsenal,False,0,1,29,1,0,8,52,2,0,0,1,1.4,14,90,8,0,0,0,0,1,2,400285,3,0,0,7,0,0,0,50,3.5,0
9/14/2020 7:15:00 PM,Billy Gilmour,MID,3,Chelsea,False,0,0,0,0,0,124,53,7,0,0,1,0,0,0,3,0,0,0,0,1,0,10890,3,1,0,0,0,0,0,45,0,0
9/14/2020 5:00:00 PM,Billy Sharp,FWD,4,Sheffield Utd,True,0,0,-4,0,3,343,54,8,2,0,1,2.7,1.4,90,20,0,0,0,0,1,0,17568,2,0,23,2,0,0,0,60,1.8,0
9/12/2020 11:30:00 AM,Bobby Decordova-Reid,FWD,4,Fulham,True,0,0,4,0,0.4,181,55,2,0,0,1,0.2,0,15,1,0,0,0,0,1,0,8412,3,0,2,1,0,0,0,55,0.5,0
9/12/2020 2:00:00 PM,Brandon Pierrick,MID,3,Crystal Palace,True,0,0,0,0,0,147,56,1,0,0,1,0,0,0,16,0,0,0,0,1,0,6682,0,1,0,0,0,0,0,45,1,0
9/14/2020 5:00:00 PM,Bruno André Cavaco Jordao,MID,3,Wolves,False,0,0,0,0,0,475,57,8,0,0,1,0,0,0,15,0,0,0,0,1,0,35928,2,0,0,0,0,0,0,45,1,0
9/12/2020 11:30:00 AM,Bukayo Saka,MID,3,Arsenal,False,0,0,0,0,0,24,58,2,0,0,1,0,0,0,8,0,0,0,0,1,0,491508,3,0,0,0,0,0,0,55,2.8,0
9/14/2020 7:15:00 PM,Callum Hudson-Odoi,MID,3,Chelsea,False,0,0,3,0,1.3,122,59,7,0,0,1,0.2,0.8,10,3,0,0,0,0,1,0,28187,3,1,0,1,0,0,0,60,3.1,0
9/13/2020 1:00:00 PM,Callum Robinson,FWD,4,West Brom,True,0,0,-3,0,1.3,358,60,5,1,0,1,0.1,0,59,9,0,0,0,0,1,0,13584,3,0,2,1,0,0,0,55,0.5,0
9/12/2020 7:00:00 PM,Callum Wilson,FWD,4,Newcastle,False,0,2,32,1,23.3,506,61,6,0,1,1,10.5,32,84,19,0,0,0,0,1,0,538610,2,0,50,8,0,0,0,65,2.1,0
9/12/2020 11:30:00 AM,Calum Chambers,DEF,2,Arsenal,False,0,0,0,0,0,13,62,2,0,0,1,0,0,0,8,0,0,0,0,1,0,1043,3,0,0,0,0,0,0,45,0,0
9/13/2020 3:30:00 PM,Cameron Carter-Vickers,DEF,2,Spurs,True,0,0,0,0,0,521,63,4,0,0,1,0,0,0,7,0,0,0,0,1,0,14540,1,0,0,0,0,0,0,40,1.5,0
9/13/2020 1:00:00 PM,Cedric Kipre,DEF,2,West Brom,True,0,0,0,0,0,499,64,5,0,0,1,0,0,0,9,0,0,0,0,1,0,4451,3,0,0,0,0,0,0,45,0.6,0
9/13/2020 3:30:00 PM,Cenk Tosun,FWD,4,Everton,False,0,0,0,0,0,153,65,4,0,0,1,0,0,0,17,0,0,0,0,1,0,444,1,0,0,0,0,0,0,60,0,0
9/13/2020 1:00:00 PM,Charlie Austin,FWD,4,West Brom,True,0,0,0,0,0,415,66,5,0,0,1,0,0,0,9,0,0,0,0,1,0,60979,3,0,0,0,0,0,0,55,0.5,0
9/12/2020 2:00:00 PM,Cheikhou Kouyaté,MID,3,Crystal Palace,True,0,0,3,1,0.3,133,67,1,0,0,1,3,12.6,90,16,0,0,0,0,1,0,14565,0,1,17,3,0,0,0,50,1.4,0
9/12/2020 2:00:00 PM,Che Adams,FWD,4,Southampton,False,0,0,3,0,13.1,377,68,1,1,0,1,3.9,4.4,84,6,0,0,0,0,1,0,279992,0,1,21,2,0,0,0,60,1.8,0
9/12/2020 7:00:00 PM,Christian Atsu,MID,3,Newcastle,False,0,0,0,0,0,330,69,6,0,0,1,0,0,0,19,0,0,0,0,1,0,5623,2,0,0,0,0,0,0,55,1.8,0
9/12/2020 2:00:00 PM,Christian Benteke,FWD,4,Crystal Palace,True,0,0,0,0,0,132,70,1,0,0,1,0,0,0,16,0,0,0,0,1,0,15812,0,1,0,0,0,0,0,55,0,0
9/13/2020 1:00:00 PM,Christian Fuchs,DEF,2,Leicester,False,0,0,0,0,0,218,71,5,0,0,1,0,0,0,18,0,0,0,0,1,0,1369,3,0,0,0,0,0,0,45,1.3,0
9/14/2020 7:15:00 PM,Christian Pulisic,MID,3,Chelsea,False,0,0,0,0,0,119,72,7,0,0,1,0,0,0,3,0,0,0,0,1,0,650190,3,1,0,0,0,0,0,85,3.9,0
9/14/2020 7:15:00 PM,Christian Walton,GK,1,Brighton,True,0,0,0,0,0,503,73,7,0,0,1,0,0,0,5,0,0,0,0,1,0,107597,3,1,0,0,0,0,0,40,0,0
9/14/2020 5:00:00 PM,Chris Basham,DEF,2,Sheffield Utd,True,0,0,14,0,1.5,345,74,8,2,0,1,1.5,11.4,70,20,0,0,0,0,1,0,135308,2,0,2,1,0,0,0,50,2.1,0
9/12/2020 7:00:00 PM,Ciaran Clark,DEF,2,Newcastle,False,0,0,0,0,0,324,75,6,0,0,1,0,0,0,19,0,0,0,0,1,0,3326,2,0,0,0,0,0,0,45,0.4,0
9/12/2020 2:00:00 PM,Connor Wickham,FWD,4,Crystal Palace,True,0,0,0,0,0,136,76,1,0,0,1,0,0,0,16,0,0,0,0,1,0,85742,0,1,0,0,0,0,0,45,0,0
9/14/2020 5:00:00 PM,Conor Coady,DEF,2,Wolves,False,0,2,29,1,0,459,77,8,0,0,1,2.2,22,90,15,0,0,0,0,1,0,556410,2,0,0,8,0,0,0,50,2.1,0
9/13/2020 1:00:00 PM,Conor Townsend,DEF,2,West Brom,True,0,0,0,0,0,418,78,5,0,0,1,0,0,0,9,0,0,0,0,1,0,4560,3,0,0,0,0,0,0,45,0.5,0
9/12/2020 4:30:00 PM,Curtis Jones,MID,3,Liverpool,True,0,0,2,0,13.3,263,79,3,1,0,1,1.8,2.4,24,10,0,0,0,0,1,0,32021,3,4,2,1,0,0,0,45,2.5,0
9/12/2020 11:30:00 AM,Cyrus Christie,DEF,2,Fulham,True,0,0,0,0,0,179,80,2,0,0,1,0,0,0,1,0,0,0,0,1,0,10166,3,0,0,0,0,0,0,45,0.6,0
9/12/2020 11:30:00 AM,Cédric Soares,DEF,2,Arsenal,False,0,0,0,0,0,5,81,2,0,0,1,0,0,0,8,0,0,0,0,1,0,35774,3,0,0,0,0,0,0,50,3.1,0
9/14/2020 7:15:00 PM,César Azpilicueta,DEF,2,Chelsea,False,0,0,3,0,0.5,102,82,7,0,0,1,0.3,0.4,5,3,0,0,0,0,1,0,469354,3,1,2,1,0,0,0,60,3.9,0
9/14/2020 7:15:00 PM,Dale Stephens,MID,3,Brighton,True,0,0,0,0,0,55,83,7,0,0,1,0,0,0,5,0,0,0,0,1,0,849631,3,1,0,0,0,0,0,45,0,0
9/13/2020 1:00:00 PM,Daniel Amartey,DEF,2,Leicester,False,0,0,0,0,0,227,84,5,0,0,1,0,0,0,18,0,0,0,0,1,0,86735,3,0,0,0,0,0,0,40,2,0
9/14/2020 5:00:00 PM,Daniel Castelo Podence,MID,3,Wolves,False,1,0,23,1,18.3,469,85,8,0,0,1,4.4,25.8,75,15,0,0,0,0,1,0,17314,2,0,0,6,0,0,0,55,1.8,0
9/12/2020 11:30:00 AM,Daniel Ceballos Fernández,MID,3,Arsenal,False,0,0,6,0,1.3,501,86,2,0,0,1,1.1,5.2,12,8,0,0,0,0,1,0,115657,3,0,4,1,0,0,0,50,2.4,0
9/12/2020 2:00:00 PM,Danny Ings,FWD,4,Southampton,False,0,0,1,0,11.2,366,87,1,1,0,1,8,8.6,90,6,0,0,0,0,1,0,1467030,0,1,60,2,0,0,0,85,3,0
9/13/2020 3:30:00 PM,Danny Rose,DEF,2,Spurs,True,0,0,0,0,0,384,88,4,0,0,1,0,0,0,7,0,0,0,0,1,0,24146,1,0,0,0,0,0,0,50,2.6,0
9/13/2020 1:00:00 PM,Danny Ward,GK,1,Leicester,False,0,0,0,0,0,223,89,5,0,0,1,0,0,0,18,0,0,0,0,1,0,13251,3,0,0,0,0,0,0,45,2.8,0
9/14/2020 7:15:00 PM,Dan Burn,DEF,2,Brighton,True,0,0,0,0,0,61,90,7,0,0,1,0,0,0,5,0,0,0,0,1,0,51065,3,1,0,0,0,0,0,45,0.6,0
9/13/2020 1:00:00 PM,Dara O'Shea,DEF,2,West Brom,True,0,0,8,0,0.6,425,91,5,3,0,1,1,9.6,90,9,0,0,0,0,1,0,19684,3,0,0,1,0,0,0,45,0.6,0
9/13/2020 1:00:00 PM,Darnell Furlong,DEF,2,West Brom,True,0,0,6,0,11.5,422,92,5,1,0,1,3,6.2,68,9,0,0,0,0,1,0,5791,3,0,12,2,0,0,0,45,0.6,0
9/12/2020 7:00:00 PM,Darren Randolph,GK,1,West Ham,True,0,0,0,0,0,430,93,6,0,0,1,0,0,0,14,0,0,0,0,1,0,16045,2,0,0,0,0,0,0,45,1.8,0
9/13/2020 1:00:00 PM,David Button,GK,1,West Brom,True,0,0,0,0,0,56,94,5,0,0,1,0,0,0,9,0,0,0,0,1,0,299163,3,0,0,0,0,0,0,40,0,0
9/12/2020 11:30:00 AM,David Luiz Moreira Marinho,DEF,2,Arsenal,False,0,0,0,0,0,3,95,2,0,0,1,0,0,0,8,0,0,0,0,1,0,69564,3,0,0,0,0,0,0,55,0,0
9/12/2020 7:00:00 PM,David Martin,GK,1,West Ham,True,0,0,0,0,0,429,96,6,0,0,1,0,0,0,14,0,0,0,0,1,0,498030,2,0,0,0,0,0,0,40,1,0
9/14/2020 5:00:00 PM,David McGoldrick,FWD,4,Sheffield Utd,True,0,0,2,0,2.7,344,97,8,0,0,1,1.2,0.8,19,20,0,0,0,0,1,0,64923,2,0,8,1,0,0,0,55,1.5,0
9/13/2020 3:30:00 PM,Davinson Sánchez,DEF,2,Spurs,True,0,0,0,0,0,398,98,4,0,0,1,0,0,0,7,0,0,0,0,1,0,62607,1,0,0,0,0,0,0,55,3,0
9/14/2020 7:15:00 PM,Davy Pröpper,MID,3,Brighton,True,0,0,0,0,0,59,99,7,0,0,1,0,0,0,5,0,0,0,0,1,0,6355,3,1,0,0,0,0,0,50,0.2,0
9/12/2020 7:00:00 PM,DeAndre Yedlin,DEF,2,Newcastle,False,0,0,0,0,0,335,100,6,0,0,1,0,0,0,19,0,0,0,0,1,0,27859,2,0,0,0,0,0,0,45,1.6,0
9/12/2020 7:00:00 PM,Declan Rice,MID,3,West Ham,True,0,0,15,0,14.5,448,101,6,2,0,1,4.4,21.6,90,14,0,0,0,0,1,0,305763,2,0,8,2,0,0,0,50,1.4,0
9/13/2020 1:00:00 PM,Demarai Gray,MID,3,Leicester,False,0,0,0,0,0,230,102,5,0,0,1,0,0,0,18,0,0,0,0,1,0,12401,3,0,0,0,0,0,0,55,2.8,0
9/12/2020 11:30:00 AM,Denis Odoi,DEF,2,Fulham,True,0,0,12,0,2.6,525,103,2,3,0,1,2.1,11.4,90,1,0,0,0,0,1,0,0,3,0,7,1,0,0,0,45,0.6,0
9/13/2020 1:00:00 PM,Dennis Praet,MID,3,Leicester,False,1,0,25,1,16.8,225,104,5,0,0,1,7.8,27.8,74,18,0,0,0,0,1,0,4535,3,0,33,6,0,0,0,55,2.8,0
9/14/2020 5:00:00 PM,Diogo Jota,MID,3,Wolves,False,0,0,0,0,0,468,105,8,0,0,1,0,0,0,15,0,0,0,0,1,0,215812,2,0,0,0,0,0,0,65,2.2,0
9/12/2020 4:30:00 PM,Divock Origi,FWD,4,Liverpool,True,0,0,0,0,0,256,106,3,0,0,1,0,0,0,10,0,0,0,0,1,0,71975,3,4,0,0,0,0,0,55,3,0
9/13/2020 3:30:00 PM,Dominic Calvert-Lewin,FWD,4,Everton,False,0,2,34,1,13.7,164,107,4,0,1,1,8.6,38.4,88,17,0,0,0,0,1,0,387691,1,0,34,8,0,0,0,70,1.8,0
9/12/2020 7:00:00 PM,Dwight Gayle,FWD,4,Newcastle,False,0,0,0,0,0,329,108,6,0,0,1,0,0,0,19,0,0,0,0,1,0,3224,2,0,0,0,0,0,0,60,0,0
9/12/2020 2:00:00 PM,Eberechi Eze,MID,3,Crystal Palace,True,0,0,3,0,8.8,489,109,1,0,0,1,1.7,4.4,9,16,0,0,0,0,1,0,33257,0,1,4,1,0,0,0,60,1.6,0
9/12/2020 11:30:00 AM,Edward Nketiah,FWD,4,Arsenal,False,0,0,3,0,0,22,110,2,0,0,1,0,0,3,8,0,0,0,0,1,0,112190,3,0,0,1,0,0,0,60,2.8,0
9/14/2020 7:15:00 PM,Emerson Palmieri dos Santos,DEF,2,Chelsea,False,0,0,0,0,0,111,111,7,0,0,1,0,0,0,3,0,0,0,0,1,0,11017,3,1,0,0,0,0,0,50,3.1,0
9/12/2020 11:30:00 AM,Emile Smith Rowe,MID,3,Arsenal,False,0,0,0,0,0,23,112,2,0,0,1,0,0,0,8,0,0,0,0,1,0,17820,3,0,0,0,0,0,0,45,0,0
9/12/2020 11:30:00 AM,Emiliano Martínez,GK,1,Arsenal,False,0,0,0,0,0,12,113,2,0,0,1,0,0,0,8,0,0,0,0,1,0,292339,3,0,0,0,0,0,0,45,2.8,0
9/12/2020 7:00:00 PM,Emil Krafth,DEF,2,Newcastle,False,0,0,0,0,0,333,114,6,0,0,1,0,0,0,19,0,0,0,0,1,0,5746,2,0,0,0,0,0,0,45,1.6,0
9/14/2020 5:00:00 PM,Enda Stevens,DEF,2,Sheffield Utd,True,0,0,13,0,6.9,347,115,8,2,0,1,2.6,13.2,90,20,0,0,0,0,1,0,340758,2,0,6,1,0,0,0,55,2.5,0
9/13/2020 3:30:00 PM,Eric Dier,DEF,2,Spurs,True,0,0,13,0,0.7,391,116,4,1,0,1,1.8,17.4,90,7,0,0,0,0,1,0,95090,1,0,0,2,0,0,0,50,2.6,0
9/13/2020 3:30:00 PM,Erik Lamela,MID,3,Spurs,True,0,0,0,0,0,387,117,4,0,0,1,0,0,0,7,0,0,0,0,1,0,10931,1,0,0,0,0,0,0,60,2.6,0
9/14/2020 5:00:00 PM,Ethan Ampadu,DEF,2,Sheffield Utd,True,0,0,0,0,0,509,118,8,0,0,1,0,0,0,20,0,0,0,0,1,0,51564,2,0,0,0,0,0,0,45,1.6,0
9/12/2020 4:30:00 PM,Ezgjan Alioski,DEF,2,Leeds,False,0,0,0,0,0,201,119,3,0,0,1,0,0,0,11,0,0,0,0,1,0,44238,3,4,0,0,0,0,0,45,0.1,0
9/13/2020 3:30:00 PM,Fabian Delph,MID,3,Everton,False,0,0,0,0,0,149,120,4,0,0,1,0,0,0,17,0,0,0,0,1,0,3638,1,0,0,0,0,0,0,50,0.4,0
9/12/2020 7:00:00 PM,Fabian Schär,DEF,2,Newcastle,False,0,0,0,0,0,334,121,6,0,0,1,0,0,0,19,0,0,0,0,1,0,1810,2,0,0,0,0,0,0,50,0,0
9/12/2020 4:30:00 PM,Fabio Henrique Tavares,MID,3,Liverpool,True,1,0,13,0,1,253,122,3,1,0,1,0.7,4.2,32,10,0,0,0,0,1,0,76886,3,4,2,4,0,0,0,55,3.3,0
9/14/2020 5:00:00 PM,Fabio Silva,FWD,4,Wolves,False,0,0,0,0,0,504,123,8,0,0,1,0,0,0,15,0,0,0,0,1,0,75604,2,0,0,0,0,0,0,55,1.5,0
9/12/2020 7:00:00 PM,Fabián Balbuena,DEF,2,West Ham,True,0,0,0,0,0,443,124,6,0,0,1,0,0,0,14,0,0,0,0,1,0,11269,2,0,0,0,0,0,0,45,1.6,0
9/12/2020 11:30:00 AM,Fabricio Agosto Ramírez,GK,1,Fulham,True,0,0,0,0,0,171,125,2,0,0,1,0,0,0,1,0,0,0,0,1,0,117641,3,0,0,0,0,0,0,40,0,0
9/12/2020 7:00:00 PM,Federico Fernández,DEF,2,Newcastle,False,0,0,27,1,0.1,323,126,6,0,0,1,2.8,26,90,19,0,0,0,0,1,0,88657,2,0,2,6,0,0,0,50,2.1,0
9/12/2020 7:00:00 PM,Felipe Anderson Pereira Gomes,MID,3,West Ham,True,0,0,5,0,0.3,440,127,6,0,0,1,0.3,2.4,1,14,0,0,0,0,1,0,32372,2,0,0,1,0,0,0,65,2.2,0
9/14/2020 5:00:00 PM,Fernando Marçal,DEF,2,Wolves,False,0,0,21,1,1.5,505,128,8,0,0,1,1.7,15.2,90,15,0,0,0,0,1,0,15739,2,0,0,5,0,0,0,50,2.1,1
